MCM_ID,MW,PRECURSOR,oxidation genration,C,H,N,O,Cl,S,Br,Number of Atoms,O:C,average carbon oxidation state,AROMATIC,hydroxyl,aldehyde,ketone,carboxylic acid,ester,ether,nitro,nitrate,PAN,peracid,peroxide,Number of functional groups,COSMOtherm_logKWIOM/G,COSMOtherm_logKW/G
C7DICARB,126.15,PBENZ,1,7,10,0,2,0,0,0,19,0.29,-0.86,0,0,1,1,0,0,0,0,0,0,0,0,2,6,4.59
PPRBQONE,150.17,PBENZ,2,9,10,0,2,0,0,0,21,0.22,-0.67,0,0,0,2,0,0,0,0,0,0,0,0,2,6.63,4.53
PBENZOL,136.19,PBENZ,1,9,12,0,1,0,0,0,22,0.11,-1.11,1,1,0,0,0,0,0,0,0,0,0,0,1,6.82,4.08
PBZMUCCO2H,184.19,PBENZ,2,9,12,0,4,0,0,0,25,0.44,-0.44,0,0,0,1,1,0,1,0,0,0,0,0,3,10.52,9.84
C4CHOAOOH,118.13,PBENZ,2,5,10,0,3,0,0,0,18,0.6,-0.8,0,0,1,0,0,0,0,0,0,0,0,1,2,5.45,4.18
C7DCOOH,176.17,PBENZ,2,7,12,0,5,0,0,0,24,0.71,-0.29,0,1,1,1,0,0,0,0,0,0,0,1,4,7.38,6.38
C7DCCO3H,158.15,PBENZ,2,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,0,1,0,0,0,0,0,0,1,0,2,6.41,3.55
PBENZOOH,152.19,PBENZ,2,9,12,0,2,0,0,0,23,0.22,-0.89,1,0,0,0,0,0,0,0,0,0,0,1,1,7.47,4.63
PBZMUCOH,202.2,PBENZ,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,2,1,1,0,0,1,0,0,0,0,0,5,9.21,7.65
PHCOCOME,148.16,PBENZ,2,9,8,0,2,0,0,0,19,0.22,-0.44,1,0,0,2,0,0,0,0,0,0,0,0,2,6.61,4.22
PHCOET,134.18,PBENZ,1,9,10,0,1,0,0,0,20,0.11,-0.89,1,0,0,1,0,0,0,0,0,0,0,0,1,5.64,3.34
C14O3PCHO,158.15,PBENZ,2,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,2,0,0,1,0,0,0,0,0,0,3,6.36,3.93
PBFUOH,160.17,PBENZ,2,7,12,0,4,0,0,0,23,0.57,-0.57,0,2,0,0,0,1,0,0,0,0,0,0,3,9.47,10.13
PBENZOLOH,202.2,PBENZ,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,3,0,0,0,0,0,0,0,0,0,1,4,10.82,10.82
PBZMUCCO,200.19,PBENZ,2,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,1,2,0,0,1,0,0,0,0,0,5,8.7,6.34
PGLYOXOH,116.12,PBENZ,2,5,8,0,3,0,0,0,16,0.6,-0.4,0,0,0,1,1,0,0,0,0,0,0,0,2,5.15,4.15
PNCATECOOH,279.2,PBENZ,3,9,13,1,9,0,0,0,32,1,0,0,3,0,0,0,0,0,1,0,0,0,2,6,12.95,11.15
PBZMUCPAN,245.19,PBENZ,2,9,11,1,7,0,0,0,28,0.78,-0.22,0,0,0,1,0,0,1,0,0,1,0,0,3,8.89,4.18
PBFUOOH,176.17,PBENZ,2,7,12,0,5,0,0,0,24,0.71,-0.29,0,1,0,0,0,1,0,0,0,0,0,1,3,9.88,9.18
PBZBPER2OH,186.21,PBENZ,1,9,14,0,4,0,0,0,27,0.44,-0.67,0,2,0,0,0,0,0,0,0,0,0,1,3,9.91,9.61
PBZMUCNO3,247.2,PBENZ,2,9,13,1,7,0,0,0,30,0.78,-0.44,0,1,1,1,0,0,1,0,1,0,0,0,5,9.98,7.35
PBENZOLOOH,218.2,PBENZ,2,9,14,0,6,0,0,0,29,0.67,-0.22,0,2,0,0,0,0,0,0,0,0,0,2,4,10.48,9.37
PBFUCO,158.15,PBENZ,2,7,10,0,4,0,0,0,21,0.57,-0.29,0,1,0,1,0,1,0,0,0,0,0,0,3,8.43,7.25
C6PRCO4DB,182.17,PBENZ,3,9,10,0,4,0,0,0,23,0.44,-0.22,0,0,2,2,0,0,0,0,0,0,0,0,4,6.3,2.66
NPBNZOLOH,247.2,PBENZ,2,9,13,1,7,0,0,0,30,0.78,-0.44,0,2,0,0,0,0,0,0,1,0,0,1,4,10.97,8.84
PHC3OOH,152.19,PBENZ,1,9,12,0,2,0,0,0,23,0.22,-0.89,1,0,0,0,0,0,0,0,0,0,0,1,1,7.27,5.11
PHCOETOOH,166.17,PBENZ,2,9,10,0,3,0,0,0,22,0.33,-0.44,1,0,0,1,0,0,0,0,0,0,0,1,2,8.08,5.95
NPPRBQOOH,245.19,PBENZ,3,9,11,1,7,0,0,0,28,0.78,-0.22,0,0,0,2,0,0,0,0,1,0,0,1,4,9.58,5.6
DNPBNZLOOH,308.2,PBENZ,3,9,12,2,10,0,0,0,33,1.11,-0.22,0,2,0,0,0,0,0,2,0,0,0,2,6,13.69,10.82
PMALANHY,140.14,PBENZ,3,7,8,0,3,0,0,0,18,0.43,-0.29,0,0,0,0,0,2,0,0,0,0,0,0,2,6.61,4
PNNCATCOOH,324.2,PBENZ,3,9,12,2,11,0,0,0,34,1.22,0,0,2,0,0,0,0,0,1,1,0,0,2,6,12.4,8.01
PBZPOXMUC,168.19,PBENZ,1,9,12,0,3,0,0,0,24,0.33,-0.67,0,0,1,1,0,0,1,0,0,0,0,0,3,7.93,5.88
DNPBNZOL,226.19,PBENZ,3,9,10,2,5,0,0,0,26,0.56,-1.11,1,1,0,0,0,0,0,2,0,0,0,0,3,8.36,3.61
PBZMUCOOH,218.2,PBENZ,2,9,14,0,6,0,0,0,29,0.67,-0.22,0,1,1,1,0,0,1,0,0,0,0,1,5,9.77,8.08
PHC3NO3,181.19,PBENZ,1,9,11,1,3,0,0,0,24,0.33,-1.11,1,0,0,0,0,0,0,0,1,0,0,0,1,6.27,1.64
PBZBPEROOH,202.2,PBENZ,1,9,14,0,5,0,0,0,28,0.56,-0.44,0,1,0,0,0,0,0,0,0,0,0,2,3,10.57,9.69
PBZMUCCO3H,200.19,PBENZ,2,9,12,0,5,0,0,0,26,0.56,-0.22,0,0,0,1,0,0,1,0,0,0,1,0,3,9.37,7.5
C7DCPAN,203.15,PBENZ,2,7,9,1,6,0,0,0,23,0.86,-0.29,0,0,0,1,0,0,0,0,0,1,0,0,2,6.19,1.51
PMALNHYOOH,190.15,PBENZ,3,7,10,0,6,0,0,0,23,0.86,0.29,0,1,0,0,0,2,0,0,0,0,0,1,4,10.18,9.02
NPBNZ1OOH,197.19,PBENZ,3,9,11,1,4,0,0,0,25,0.44,-0.89,1,0,0,0,0,0,0,1,0,0,0,1,2,7.4,3.56
NC4PDCO2H,187.15,PBENZ,3,7,9,1,5,0,0,0,22,0.71,-0.57,0,0,1,0,1,0,0,1,0,0,0,0,3,8.83,6.73
C7DCCO2H,142.15,PBENZ,2,7,10,0,3,0,0,0,20,0.43,-0.57,0,0,0,1,1,0,0,0,0,0,0,0,2,7.79,6.98
C815CO2OH,156.18,PBENZ,2,8,12,0,3,0,0,0,23,0.38,-0.75,0,1,1,1,0,0,0,0,0,0,0,0,3,7.46,6.17
PHCOCOCOOH,180.16,PBENZ,3,9,8,0,4,0,0,0,21,0.44,0,1,0,0,2,0,0,0,0,0,0,0,1,3,8.44,6.13
PBENZ,120.19,PBENZ,0,9,12,0,0,0,0,0,21,0,-1.33,1,0,0,0,0,0,0,0,0,0,0,0,0,4.56,0.8
C5O45OHPAN,207.14,PBENZ,3,6,9,1,7,0,0,0,23,1.17,0,0,1,0,1,0,0,0,0,0,1,0,0,3,6.28,2.09
NPETOLOH,247.2,PETHTOL,2,9,13,1,7,0,0,0,30,0.78,-0.44,0,2,0,0,0,0,0,0,1,0,0,1,4,8.64,6.75
C7EDCOOH,176.17,PETHTOL,2,7,12,0,5,0,0,0,24,0.71,-0.29,0,1,0,2,0,0,0,0,0,0,0,1,4,7.57,7.01
NDNPETLOOH,353.2,PETHTOL,3,9,11,3,12,0,0,0,35,1.33,-0.22,0,1,0,0,0,0,0,2,1,0,0,2,6,11.07,5.62
PETCATECH,152.19,PETHTOL,2,9,12,0,2,0,0,0,23,0.22,-0.89,1,2,0,0,0,0,0,0,0,0,0,0,2,7.88,5.01
PETLMUCO2H,184.19,PETHTOL,2,9,12,0,4,0,0,0,25,0.44,-0.44,0,0,0,1,1,0,1,0,0,0,0,0,3,10.31,9.79
PTNCATECH,197.19,PETHTOL,3,9,11,1,4,0,0,0,25,0.44,-0.89,1,2,0,0,0,0,0,1,0,0,0,0,3,10.49,7.95
PET1OHNO2,181.19,PETHTOL,2,9,11,1,3,0,0,0,24,0.33,-1.11,1,1,0,0,0,0,0,1,0,0,0,0,2,6.24,2.18
C7MJPCO3H,216.19,PETHTOL,3,9,12,0,6,0,0,0,27,0.67,0,0,1,0,2,0,0,0,0,0,0,1,0,4,8.22,5.17
NPETLQOOH,245.19,PETHTOL,3,9,11,1,7,0,0,0,28,0.78,-0.22,0,0,0,2,0,0,0,0,1,0,0,1,4,9.5,5.8
PETLMUCOOH,218.2,PETHTOL,2,9,14,0,6,0,0,0,29,0.67,-0.22,0,1,1,1,0,0,1,0,0,0,0,1,5,9.46,7.9
NPETOLOOH,263.2,PETHTOL,2,9,13,1,8,0,0,0,31,0.89,-0.22,0,1,0,0,0,0,0,0,1,0,0,2,4,10.49,7.49
PTCTEC1OOH,168.19,PETHTOL,3,9,12,0,3,0,0,0,24,0.33,-0.67,1,1,0,0,0,0,0,0,0,0,0,1,2,7.77,5.03
PETLMUCPAN,245.19,PETHTOL,2,9,11,1,7,0,0,0,28,0.78,-0.22,0,0,0,1,0,0,1,0,0,1,0,0,3,8.74,4.29
PETOH,136.19,PETHTOL,1,9,12,0,1,0,0,0,22,0.11,-1.11,1,1,0,0,0,0,0,0,0,0,0,0,1,6.87,4.07
PETOLOOH,218.2,PETHTOL,2,9,14,0,6,0,0,0,29,0.67,-0.22,0,2,0,0,0,0,0,0,0,0,0,2,4,10,9.2
PETLBIPNO3,231.2,PETHTOL,1,9,13,1,6,0,0,0,29,0.67,-0.67,0,1,0,0,0,0,0,0,1,0,0,1,3,8.49,5.51
PETLPOXMUC,168.19,PETHTOL,1,9,12,0,3,0,0,0,24,0.33,-0.67,0,0,1,1,0,0,1,0,0,0,0,0,3,7.83,6.16
C7M6CO2OOH,172.18,PETHTOL,2,8,12,0,4,0,0,0,24,0.5,-0.5,0,0,1,1,0,0,0,0,0,0,0,1,3,8.41,7.12
C7M6CO2OH,156.18,PETHTOL,2,8,12,0,3,0,0,0,23,0.38,-0.75,0,1,1,1,0,0,0,0,0,0,0,0,3,7.14,5.99
C5EDBPAN,231.16,PETHTOL,3,8,9,1,7,0,0,0,25,0.88,0,0,0,0,2,0,0,0,0,0,1,0,0,3,6.55,1.26
PETHTOL,120.19,PETHTOL,0,9,12,0,0,0,0,0,21,0,-1.33,1,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0.77
PETLQOOH,200.19,PETHTOL,3,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,0,2,0,0,0,0,0,0,0,1,4,9.76,8.67
C7EDCOH,160.17,PETHTOL,2,7,12,0,4,0,0,0,23,0.57,-0.57,0,2,0,2,0,0,0,0,0,0,0,0,4,6.5,5.61
PETOLOH,202.2,PETHTOL,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,3,0,0,0,0,0,0,0,0,0,1,4,10.06,9.59
PETLMUCO3H,200.19,PETHTOL,2,9,12,0,5,0,0,0,26,0.56,-0.22,0,0,0,1,0,0,1,0,0,0,1,0,3,8.9,7.27
PETLBPROOH,202.2,PETHTOL,1,9,14,0,5,0,0,0,28,0.56,-0.44,0,1,0,0,0,0,0,0,0,0,0,2,3,9.81,9.29
C7EDCCO,158.15,PETHTOL,2,7,10,0,4,0,0,0,21,0.57,-0.29,0,1,0,3,0,0,0,0,0,0,0,0,4,6.37,4.32
PETLMUCNO3,247.2,PETHTOL,2,9,13,1,7,0,0,0,30,0.78,-0.44,0,1,1,1,0,0,1,0,1,0,0,0,5,9.25,6.4
PETLQOH,184.19,PETHTOL,3,9,12,0,4,0,0,0,25,0.44,-0.44,0,2,0,2,0,0,0,0,0,0,0,0,4,8.45,7.44
C7EDICARB,126.15,PETHTOL,1,7,10,0,2,0,0,0,19,0.29,-0.86,0,0,0,2,0,0,0,0,0,0,0,0,2,6.46,5.57
PETLBPR2OH,186.21,PETHTOL,1,9,14,0,4,0,0,0,27,0.44,-0.67,0,2,0,0,0,0,0,0,0,0,0,1,3,9.43,8.82
DNPETOLOOH,308.2,PETHTOL,3,9,12,2,10,0,0,0,33,1.11,-0.22,0,2,0,0,0,0,0,2,0,0,0,2,6,11.53,7.74
C5EDBCO3H,186.16,PETHTOL,3,8,10,0,5,0,0,0,23,0.63,0,0,0,0,2,0,0,0,0,0,0,1,0,3,6.73,3.22
DNPETOL,226.19,PETHTOL,3,9,10,2,5,0,0,0,26,0.56,-1.11,1,1,0,0,0,0,0,2,0,0,0,0,3,7.76,3.33
PET1OOH,152.19,PETHTOL,2,9,12,0,2,0,0,0,23,0.22,-0.89,1,0,0,0,0,0,0,0,0,0,0,1,1,7.47,4.6
NPETOL1OOH,197.19,PETHTOL,3,9,11,1,4,0,0,0,25,0.44,-0.89,1,0,0,0,0,0,0,1,0,0,0,1,2,7.45,3.68
PTNCATCOOH,279.2,PETHTOL,3,9,13,1,9,0,0,0,32,1,0,0,3,0,0,0,0,0,1,0,0,0,2,6,12.33,10.36
PETLMUCCO,200.19,PETHTOL,2,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,1,2,0,0,1,0,0,0,0,0,5,8.35,6.21
C7ECO4DB,182.17,PETHTOL,3,9,10,0,4,0,0,0,23,0.44,-0.22,0,0,1,3,0,0,0,0,0,0,0,0,4,6.57,3.24
PTNNCATOOH,324.2,PETHTOL,3,9,12,2,11,0,0,0,34,1.22,0,0,2,0,0,0,0,0,1,1,0,0,2,6,11.93,7.63
PETLQONE,150.17,PETHTOL,2,9,10,0,2,0,0,0,21,0.22,-0.67,0,0,0,2,0,0,0,0,0,0,0,0,2,6.48,4.5
C7MJPPAN,261.19,PETHTOL,3,9,11,1,8,0,0,0,29,0.89,0,0,1,0,2,0,0,0,0,0,1,0,0,4,7.9,3.33
PETLMUCOH,202.2,PETHTOL,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,2,1,1,0,0,1,0,0,0,0,0,5,8.63,7.32
H2C3OCOH,106.12,PR2OHMOX,1,4,10,0,3,0,0,0,17,0.75,-1,0,2,0,0,0,0,1,0,0,0,0,0,3,6.37,7.72
H2C3OCOOH,122.12,PR2OHMOX,1,4,10,0,4,0,0,0,18,1,-0.5,0,1,0,0,0,0,1,0,0,0,0,1,3,7.01,7.58
PRONEMOOOH,120.1,PR2OHMOX,2,4,8,0,4,0,0,0,16,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,5.98,5.69
PRONEMOX,88.11,PR2OHMOX,1,4,8,0,2,0,0,0,14,0.5,-1,0,0,0,1,0,0,1,0,0,0,0,0,2,4.09,4.29
H2C3OCNO3,151.12,PR2OHMOX,1,4,9,1,5,0,0,0,19,1.25,-1,0,1,0,0,0,0,1,0,1,0,0,0,3,5.8,3.86
PR2OHMOX,90.12,PR2OHMOX,0,4,10,0,2,0,0,0,16,0.5,-1.5,0,1,0,0,0,0,1,0,0,0,0,0,2,4.08,4.07
PR2OHMOOOH,122.12,PR2OHMOX,1,4,10,0,4,0,0,0,18,1,-0.5,0,1,0,0,0,0,1,0,0,0,0,1,3,6.52,6.81
PROH2MOX,106.12,PR2OHMOX,1,4,10,0,3,0,0,0,17,0.75,-1,0,2,0,0,0,0,1,0,0,0,0,0,3,5.1,5.35
MCOCOMOX,102.09,PR2OHMOX,2,4,6,0,3,0,0,0,13,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4.66,4.01
PRONEMOXOH,104.1,PR2OHMOX,2,4,8,0,3,0,0,0,15,0.75,-0.5,0,1,0,1,0,0,1,0,0,0,0,0,3,4.71,4.2
PR2OHMONO3,151.12,PR2OHMOX,1,4,9,1,5,0,0,0,19,1.25,-1,0,1,0,0,0,0,1,0,1,0,0,0,3,5.3,3.31
ETOHCO2M,104.1,PR2OHMOX,1,4,8,0,3,0,0,0,15,0.75,-0.5,0,1,0,0,0,1,0,0,0,0,0,0,2,4.64,4.54
PXYCATECH,138.16,PXYL,2,8,10,0,2,0,0,0,20,0.25,-0.75,1,2,0,0,0,0,0,0,0,0,0,0,2,7.55,5.27
PXYMUCNO3,233.18,PXYL,2,8,11,1,7,0,0,0,27,0.88,-0.25,0,1,1,1,0,0,1,0,1,0,0,0,5,8.96,6.58
DNPXYOL,212.16,PXYL,3,8,8,2,5,0,0,0,23,0.63,-1,1,1,0,0,0,0,0,2,0,0,0,0,3,7.52,3.53
PXY1OOH,138.16,PXYL,2,8,10,0,2,0,0,0,20,0.25,-0.75,1,0,0,0,0,0,0,0,0,0,0,1,1,7.12,4.7
PXYLOOH,138.16,PXYL,1,8,10,0,2,0,0,0,20,0.25,-0.75,1,0,0,0,0,0,0,0,0,0,0,1,1,7.04,5.29
PXYMUCOH,188.18,PXYL,2,8,12,0,5,0,0,0,25,0.63,-0.25,0,2,1,1,0,0,1,0,0,0,0,0,5,8.32,7.42
PXYQOOH,186.16,PXYL,3,8,10,0,5,0,0,0,23,0.63,0,0,1,0,2,0,0,0,0,0,0,0,1,4,9.86,9.76
C6M5CO2OH,142.15,PXYL,2,7,10,0,3,0,0,0,20,0.43,-0.57,0,1,1,1,0,0,0,0,0,0,0,0,3,6.97,6.45
PXYBPER2OH,172.18,PXYL,1,8,12,0,4,0,0,0,24,0.5,-0.5,0,2,0,0,0,0,0,0,0,0,0,1,3,8.28,8.05
PXYLCO2H,136.15,PXYL,2,8,8,0,2,0,0,0,18,0.25,-0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,7.51,6.05
PXYMUCCO3H,186.16,PXYL,2,8,10,0,5,0,0,0,23,0.63,0,0,0,0,1,0,0,1,0,0,0,1,0,3,8.94,7.66
PXYLPAN,197.14,PXYL,2,8,7,1,5,0,0,0,21,0.63,-0.25,1,0,0,0,0,0,0,0,0,1,0,0,1,6.23,1.19
NPXYOLOOH,249.17,PXYL,2,8,11,1,8,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,2,4,10.24,7.85
PCATEC1OOH,154.16,PXYL,3,8,10,0,3,0,0,0,21,0.38,-0.5,1,1,0,0,0,0,0,0,0,0,0,1,2,7.39,5.13
C5DCO2CO3H,158.11,PXYL,3,6,6,0,5,0,0,0,17,0.83,0.67,0,0,1,1,0,0,0,0,0,0,1,0,3,5.82,3.21
PXYLOH,122.16,PXYL,1,8,10,0,1,0,0,0,19,0.13,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,6.27,5.04
PXYLOL,122.16,PXYL,1,8,10,0,1,0,0,0,19,0.13,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,6.53,4.33
PXYOLOH,188.18,PXYL,2,8,12,0,5,0,0,0,25,0.63,-0.25,0,3,0,0,0,0,0,0,0,0,0,1,4,9.67,10.36
PXYLCO3H,152.15,PXYL,2,8,8,0,3,0,0,0,19,0.38,-0.25,1,0,0,0,0,0,0,0,0,0,1,0,1,6.29,3.23
PXNCATCOOH,265.17,PXYL,3,8,11,1,9,0,0,0,29,1.13,0.25,0,3,0,0,0,0,0,1,0,0,0,2,6,12.21,10.52
PXYMUCOOH,204.18,PXYL,2,8,12,0,6,0,0,0,26,0.75,0,0,1,1,1,0,0,1,0,0,0,0,1,5,8.69,6.74
NPXYQOOH,231.16,PXYL,3,8,9,1,7,0,0,0,25,0.88,0,0,0,0,2,0,0,0,0,1,0,0,1,4,9.26,5.74
PXYLNO3,167.16,PXYL,1,8,9,1,3,0,0,0,21,0.38,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,6.21,1.93
PXYLAL,120.15,PXYL,1,8,8,0,1,0,0,0,17,0.13,-0.75,1,0,1,0,0,0,0,0,0,0,0,0,1,5.66,3.86
C6M5CO2OOH,158.15,PXYL,2,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,1,1,0,0,0,0,0,0,0,1,3,8.23,7.55
PXYBIPENO3,217.18,PXYL,1,8,11,1,6,0,0,0,26,0.75,-0.5,0,1,0,0,0,0,0,0,1,0,0,1,3,8.27,5.84
PXYOLOOH,204.18,PXYL,2,8,12,0,6,0,0,0,26,0.75,0,0,2,0,0,0,0,0,0,0,0,0,2,4,9.33,9.02
PXYL1OOH,124.14,PXYL,2,7,8,0,2,0,0,0,17,0.29,-0.57,1,0,0,0,0,0,0,0,0,0,0,1,1,6.71,4.79
PXNCATECH,183.16,PXYL,3,8,9,1,4,0,0,0,22,0.5,-0.75,1,2,0,0,0,0,0,1,0,0,0,0,3,10.07,8.05
C6MOCOCO3H,202.16,PXYL,3,8,10,0,6,0,0,0,24,0.75,0.25,0,1,0,2,0,0,0,0,0,0,1,0,4,7.92,4.99
PXNNCATOOH,310.17,PXYL,3,8,10,2,11,0,0,0,31,1.38,0.25,0,2,0,0,0,0,0,1,1,0,0,2,6,11.81,8.03
DNPXYOLOOH,294.17,PXYL,3,8,10,2,10,0,0,0,30,1.25,0,0,2,0,0,0,0,0,2,0,0,0,2,6,11.07,8.55
PXYQONE,136.15,PXYL,2,8,8,0,2,0,0,0,18,0.25,-0.5,0,0,0,2,0,0,0,0,0,0,0,0,2,6.13,4.59
PXYL,106.17,PXYL,0,8,10,0,0,0,0,0,18,0,-1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.8
PXYMUCCO2H,170.16,PXYL,2,8,10,0,4,0,0,0,22,0.5,-0.25,0,0,0,1,1,0,1,0,0,0,0,0,3,10.31,10.3
C6MOHCOPAN,247.16,PXYL,3,8,9,1,8,0,0,0,26,1,0.25,0,1,0,2,0,0,0,0,0,1,0,0,4,7.83,3.17
PXYMUCCO,186.16,PXYL,2,8,10,0,5,0,0,0,23,0.63,0,0,1,1,2,0,0,1,0,0,0,0,0,5,8.17,6.47
PXYEPOXMUC,154.16,PXYL,1,8,10,0,3,0,0,0,21,0.38,-0.5,0,0,1,1,0,0,1,0,0,0,0,0,3,7.68,6.6
C5DBCO2PAN,203.11,PXYL,3,6,5,1,7,0,0,0,19,1.17,0.67,0,0,1,1,0,0,0,0,0,1,0,0,3,5.63,0.94
PXYMUCPAN,231.16,PXYL,2,8,9,1,7,0,0,0,25,0.88,0,0,0,0,1,0,0,1,0,0,1,0,0,3,8.12,4.29
CO4DBC8,168.15,PXYL,3,8,8,0,4,0,0,0,20,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,4,6.25,3.38
TOL4OHNO2,153.14,PXYL,2,7,7,1,3,0,0,0,18,0.43,-0.86,1,1,0,0,0,0,0,1,0,0,0,0,2,5.92,2.77
NPXYOL1OOH,183.16,PXYL,3,8,9,1,4,0,0,0,22,0.5,-0.75,1,0,0,0,0,0,0,1,0,0,0,1,2,7.13,3.81
NPXYOLOH,233.18,PXYL,2,8,11,1,7,0,0,0,27,0.88,-0.25,0,2,0,0,0,0,0,0,1,0,0,1,4,9.65,7.8
NDNPXYLOOH,339.17,PXYL,3,8,9,3,12,0,0,0,32,1.5,0,0,1,0,0,0,0,0,2,1,0,0,2,6,11.01,5.98
PXY1OHNO2,167.16,PXYL,2,8,9,1,3,0,0,0,21,0.38,-1,1,1,0,0,0,0,0,1,0,0,0,0,2,5.92,2.38
TL4ONO2OOH,235.15,PXYL,3,7,9,1,8,0,0,0,25,1.14,0.29,0,2,0,0,0,0,0,1,0,0,0,2,5,11.38,9.92
PXYQOH,170.16,PXYL,3,8,10,0,4,0,0,0,22,0.5,-0.25,0,2,0,2,0,0,0,0,0,0,0,0,4,8.61,8.14
PXYBPEROOH,188.18,PXYL,1,8,12,0,5,0,0,0,25,0.63,-0.25,0,1,0,0,0,0,0,0,0,0,0,2,3,9.75,9.09
SBUACEONE,130.14,SBUTACET,1,6,10,0,3,0,0,0,19,0.5,-0.67,0,0,0,1,0,1,0,0,0,0,0,0,2,5.63,4.68
SBUACANO3,177.16,SBUTACET,1,6,11,1,5,0,0,0,23,0.83,-1,0,0,0,0,0,1,0,0,1,0,0,0,2,5.17,1.66
SBUACAOH,132.16,SBUTACET,1,6,12,0,3,0,0,0,21,0.5,-1,0,1,0,0,0,1,0,0,0,0,0,0,2,4.93,3.26
SBUACCOOH,162.14,SBUTACET,2,6,10,0,5,0,0,0,21,0.83,0,0,0,0,1,0,1,0,0,0,0,0,1,3,6.15,4.49
SBUACCOH,146.14,SBUTACET,2,6,10,0,4,0,0,0,20,0.67,-0.33,0,1,0,1,0,1,0,0,0,0,0,0,3,6.23,5.08
SBUACBNO3,177.16,SBUTACET,1,6,11,1,5,0,0,0,23,0.83,-1,0,0,0,0,0,1,0,0,1,0,0,0,2,6.02,2.83
SBUACBOH,132.16,SBUTACET,1,6,12,0,3,0,0,0,21,0.5,-1,0,1,0,0,0,1,0,0,0,0,0,0,2,5.86,5.41
SBUTACET,116.16,SBUTACET,0,6,12,0,2,0,0,0,20,0.33,-1.33,0,0,0,0,0,1,0,0,0,0,0,0,1,4.29,2.47
SBUACBOOH,148.16,SBUTACET,1,6,12,0,4,0,0,0,22,0.67,-0.67,0,0,0,0,0,1,0,0,0,0,0,1,2,6.11,4.48
SBUACAOOH,148.16,SBUTACET,1,6,12,0,4,0,0,0,22,0.67,-0.67,0,0,0,0,0,1,0,0,0,0,0,1,2,5.59,3.39
STYRENE,104.15,STYRENE,0,8,8,0,0,0,0,0,16,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.39,1.26
STYRENOOH,154.16,STYRENE,1,8,10,0,3,0,0,0,21,0.38,-0.5,1,1,0,0,0,0,0,0,0,0,0,1,2,8.79,8.02
NSTYRENOOH,199.16,STYRENE,1,8,9,1,5,0,0,0,23,0.63,-0.5,1,0,0,0,0,0,0,0,1,0,0,1,2,8.65,5.43
BENZENE,78.11,STYRENE,1,6,6,0,0,0,0,0,12,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0.88
TCE2OH,199.85,TCE,1,2,2,0,2,4,0,0,10,1,3,0,2,0,0,0,0,0,0,0,0,0,0,6,10.38,10
TCEOHOOH,215.85,TCE,1,2,2,0,3,4,0,0,11,1.5,4,0,1,0,0,0,0,0,0,0,0,0,1,6,10.29,9.52
TCE,165.83,TCE,0,2,0,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2.95,-0.23
TMB2FUOOH,176.17,TM123B,2,7,12,0,5,0,0,0,24,0.71,-0.29,0,1,0,0,0,1,0,0,0,0,0,1,3,10.06,9.93
CO2OH3MPAN,193.11,TM123B,3,5,7,1,7,0,0,0,20,1.4,0.4,0,1,0,1,0,0,0,0,0,1,0,0,3,5.81,2.2
TM123BP2OH,186.21,TM123B,1,9,14,0,4,0,0,0,27,0.44,-0.67,0,2,0,0,0,0,0,0,0,0,0,1,3,8.98,8.49
TM123B,120.19,TM123B,0,9,12,0,0,0,0,0,21,0,-1.33,1,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0.92
TM123BPOOH,202.2,TM123B,1,9,14,0,5,0,0,0,28,0.56,-0.44,0,1,0,0,0,0,0,0,0,0,0,2,3,9.56,8.59
TM123OLOH,202.2,TM123B,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,3,0,0,0,0,0,0,0,0,0,1,4,9.8,10.27
TM123MUCCO,200.19,TM123B,2,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,0,3,0,0,1,0,0,0,0,0,5,8.41,6.54
